|__dataLog__action	|__dataLog__note	|__dataLog__timestamp	|__dataLog__userId
Walking Through	AlienDoor1	"Thursday, March 1, 2018 1:34 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	ProbeDoor1	"Thursday, March 1, 2018 1:34 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	ProbeDoor1	"Thursday, March 1, 2018 1:36 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	ProbeDoor1	"Thursday, March 1, 2018 1:36 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:36 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:37 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	ProbeDoor1	"Thursday, March 1, 2018 1:37 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	ProbeDoor1	"Thursday, March 1, 2018 1:38 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:38 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:38 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	AlienDoor1	"Thursday, March 1, 2018 1:38 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	AlienDoor1	"Thursday, March 1, 2018 1:39 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	AlienDoor1	"Thursday, March 1, 2018 1:40 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	ProbeDoor1	"Thursday, March 1, 2018 1:40 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	ProbeDoor1	"Thursday, March 1, 2018 1:40 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:40 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:40 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	AlienDoor1	"Thursday, March 1, 2018 1:41 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	AlienDoor1	"Thursday, March 1, 2018 1:42 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	AlienDoor1	"Thursday, March 1, 2018 1:42 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	AlienDoor1	"Thursday, March 1, 2018 1:43 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	ProbeDoor1	"Thursday, March 1, 2018 1:43 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:43 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:43 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:43 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	MissionDoor1	"Thursday, March 1, 2018 1:44 PM"	kHnjd8ZVo6N4dA30rJHZBk7XpNG3
Walking Through	ProbeDoor1	"Friday, March 2, 2018 3:28 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 3:28 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 3:29 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 3:29 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 3:29 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 3:41 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 3:42 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 3:42 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 3:49 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 3:50 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 3:50 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 3:55 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 3:56 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 3:56 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 3:57 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 3:57 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:02 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 4:02 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 4:03 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 4:03 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 4:05 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:05 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:09 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 4:09 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 4:10 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:10 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:10 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 4:10 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 4:15 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:15 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:19 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 4:19 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 4:20 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:20 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:22 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:22 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 4:22 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	ProbeDoor1	"Friday, March 2, 2018 4:23 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 4:26 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Friday, March 2, 2018 4:27 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 4:27 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	AlienDoor1	"Friday, March 2, 2018 4:28 PM"	GaU3qPPqtZhrqSEFqV7m2NfY5do1
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:23 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:24 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	ProbeDoor1	"Tuesday, February 27, 2018 10:24 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	AlienDoor1	"Tuesday, February 27, 2018 10:24 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:30 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	ProbeDoor1	"Tuesday, February 27, 2018 10:30 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:33 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:34 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	ProbeDoor1	"Tuesday, February 27, 2018 10:34 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	ProbeDoor1	"Tuesday, February 27, 2018 10:39 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:41 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	ProbeDoor1	"Tuesday, February 27, 2018 10:43 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	ProbeDoor1	"Tuesday, February 27, 2018 10:44 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:44 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:45 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	ProbeDoor1	"Tuesday, February 27, 2018 10:45 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	ProbeDoor1	"Tuesday, February 27, 2018 10:46 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:46 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:48 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	AlienDoor1	"Tuesday, February 27, 2018 10:48 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	AlienDoor1	"Tuesday, February 27, 2018 10:50 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:50 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:51 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	ProbeDoor1	"Tuesday, February 27, 2018 10:51 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:53 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:56 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	AlienDoor1	"Tuesday, February 27, 2018 10:56 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	AlienDoor1	"Tuesday, February 27, 2018 10:57 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 10:58 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 11:03 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 11:03 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 11:04 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	MissionDoor1	"Tuesday, February 27, 2018 11:05 AM"	WyluZuLqgxYBeBKdJ6IliBEtnLY2
Walking Through	AlienDoor1	"Friday, February 9, 2018 2:56 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	AlienDoor1	"Friday, February 9, 2018 3:02 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	AlienDoor1	"Friday, February 9, 2018 3:02 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	MissionDoor1	"Friday, February 9, 2018 3:03 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	ProbeDoor1	"Friday, February 9, 2018 3:05 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	ProbeDoor1	"Friday, February 9, 2018 3:18 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	AlienDoor1	"Friday, February 9, 2018 3:18 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	AlienDoor1	"Friday, February 9, 2018 3:20 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	MissionDoor1	"Friday, February 9, 2018 3:20 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	MissionDoor1	"Friday, February 9, 2018 3:22 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	ProbeDoor1	"Friday, February 9, 2018 3:22 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	ProbeDoor1	"Friday, February 9, 2018 3:45 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	MissionDoor1	"Friday, February 9, 2018 3:45 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	MissionDoor1	"Friday, February 9, 2018 3:50 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	MissionDoor1	"Friday, February 9, 2018 3:50 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	ProbeDoor1	"Friday, February 9, 2018 3:50 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	ProbeDoor1	"Friday, February 9, 2018 3:52 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	MissionDoor1	"Friday, February 9, 2018 3:53 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	MissionDoor1	"Friday, February 9, 2018 3:53 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	MissionDoor1	"Friday, February 9, 2018 3:55 PM"	vPbyKRVFB6bEbkvjs0aghXbAcX82
Walking Through	ProbeDoor1	"Tuesday, November 14, 2017 9:05 AM"	HOcnZZM9EiO7SxVoBPhakTgIH942
Walking Through	ProbeDoor1	"Tuesday, November 14, 2017 9:05 AM"	HOcnZZM9EiO7SxVoBPhakTgIH942
Walking Through	MissionDoor1	"Tuesday, November 14, 2017 9:06 AM"	HOcnZZM9EiO7SxVoBPhakTgIH942
Walking Through	MissionDoor1	"Tuesday, November 14, 2017 9:15 AM"	HOcnZZM9EiO7SxVoBPhakTgIH942
Walking Through	ProbeDoor1	"Tuesday, November 14, 2017 9:18 AM"	HOcnZZM9EiO7SxVoBPhakTgIH942
